,reviews,verfied,verified,Cleaned Reviews
774,"✅ Trip Verified | London Heathrow to Edinburgh. Boarding efficient. Flight was full so passengers asked to volunteer to check in hand luggage. By doing so they would get priority boarding. I took up the offer, too out my laptop and carried it on to the plane. The aircraft is only two months old and I was sat at the back of the plane - 36 F. I am sure Ryanair have more room. British Airways on this aircraft are offering an ultra low cost service under a cloak of legacy carrier legitimacy.",True,True,london heathrow edinburgh boarding efficient flight full passenger asked volunteer check hand luggage would get priority boarding took offer laptop carried plane aircraft two month old sat back plane f sure ryanair room british airway aircraft offering ultra low cost service cloak legacy carrier legitimacy
775,✅ Trip Verified |  Flight from Gatwick to Barbados. Check in and business lounge were good. It looks like they had added champagne to the self service drinks which is a positive. Breakfast was good. Flight left on time boarding well run. I have not flown in their economy cabin for a while and it seems ok. New configuration but that does come with Panasonic IFE system which is way better than the old Rockwell Collins systems. Food was fine and service friendly.,True,True,flight gatwick barbados check business lounge good look like added champagne self service drink positive breakfast good flight left time boarding well run flown economy cabin seems ok new configuration come panasonic ife system way better old rockwell collins system food fine service friendly
776,"✅ Trip Verified |  We were not supposed to be on this flight but had been bumped from our Icelandair flight and rebooked onto BA direct from Toronto to London Heathrow. We tried to get it changed as we were supposed to fly into Gatwick. The flight was quite good. Service was fantastic, and the chicken tikka masala was tasty. The crew onboard was friendly, flight was on time, and landing was amazingly smooth.",True,True,supposed flight bumped icelandair flight rebooked onto ba direct toronto london heathrow tried get changed supposed fly gatwick flight quite good service fantastic chicken tikka masala tasty crew onboard friendly flight time landing amazingly smooth
777,"✅ Trip Verified |  I was travelling from Jeddah to London with a bag. I arrive 1 hour 30 minutes earlier but the check in counter was closed, I tried my best but there was no staff to help me so I have to leave my bag as I was not allowed to take the bag on the plane. In London I made a complaint but they were saying that we can’t do any thing and to get through to customer service the phone call takes about 1 hour and 47 minutes of wait",True,True,travelling jeddah london bag arrive hour minute earlier check counter closed tried best staff help leave bag allowed take bag plane london made complaint saying thing get customer service phone call take hour minute wait
778,"Not Verified |  Zurich to London return. Both legs travelled with hand luggage only, and I could not choose a seat without paying. Fair enough but when there are 3 empty rows either side of 3 strangers cramped into one row and not allowed spread out as they had not paid the premium price seems mean to say the least. Hand Luggage fares are last to board, make them uncomfortable on board, no free food nor drink.",False,False,verified zurich london return leg travelled hand luggage could choose seat without paying fair enough empty row either side stranger cramped one row allowed spread paid premium price seems mean say least hand luggage fare last board make uncomfortable board free food drink
779,✅ Trip Verified |  San Francisco to London. Efficient check in by friendly agent who offered an upgrade to First at $760 per person which we declined. Refurbished lounge was spacious and comfortable with nice selection of snacks. Boarding on time but could have been better controlled. Flight left and landed ahead of schedule. Flight attendants were excellent and the food is vastly improved compared to our last trip. Business Class is not cheap but we had an excellent flight with no complaints.,True,True,san francisco london efficient check friendly agent offered upgrade first per person declined refurbished lounge spacious comfortable nice selection snack boarding time could better controlled flight left landed ahead schedule flight attendant excellent food vastly improved compared last trip business class cheap excellent flight complaint
780,✅ Trip Verified | London to Belfast. Check in was fast and efficient and using the BA Terminal-5 First Class check in and security area was really good and I was straight into the lounge. Great selection of food and drinks early morning. I really like the BA boarding process i.e.by Group numbers. The onboard service and quality of breakfast served was excellent. Overall very happy with this short flight with BA.,True,True,london belfast check fast efficient using ba terminal first class check security area really good straight lounge great selection food drink early morning really like ba boarding process e group number onboard service quality breakfast served excellent overall happy short flight ba
781,"Not Verified |  London Gatwick to Salzburg with British Airways. Worst customer experience I have ever had after cancelled flights due to strike action, no response and when we did it was weeks between getting answers only to be told it's not their fault and would not pay towards cost of changing flights back home.",False,False,verified london gatwick salzburg british airway worst customer experience ever cancelled flight due strike action response week getting answer told fault would pay towards cost changing flight back home
782,"✅ Trip Verified |  Frankfurt to London. Flight attendants very kind when flying in. Return flight was canceled at London City Airport and it took almost three hours to get rebooking, hotel voucher and transportation arranged. That could be done far more efficiently. No water, nothing, no necessities.",True,True,frankfurt london flight attendant kind flying return flight canceled london city airport took almost three hour get rebooking hotel voucher transportation arranged could done far efficiently water nothing necessity
783,"✅ Trip Verified |  Hyderabad to San Francisco via London. I had an awesome experience with one of customer service representatives at British Airways. I called them with regards to a reimbursement and was put across a lady named Florencia. She not only helped gather all details (bank, address etc) required for payment but also initiated the payment instantly. That was certainly over and beyond what I expected. Great job! Your service is exemplary.",True,True,hyderabad san francisco via london awesome experience one customer service representative british airway called regard reimbursement put across lady named florencia helped gather detail bank address etc required payment also initiated payment instantly certainly beyond expected great job service exemplary
784,"✅ Trip Verified |  Vancouver to London. Very poor experience my flight with BA. the 2-4-2 business is not nice as much as crowded as economical class. One toilet closed (nobody around to repair ?). on one point BA even better than asian companies. its even more freezing. why do we need to freeze in such a 9 hours trip ? no staff to answer my question. no staff to make it better. one good point, the seat are surprisingly comfortable but easy to make it better.",True,True,vancouver london poor experience flight ba business nice much crowded economical class one toilet closed nobody around repair one point ba even better asian company even freezing need freeze hour trip staff answer question staff make better one good point seat surprisingly comfortable easy make better
785,"✅ Trip Verified | London to Malaga. A terminally ill airline packed with clueless staff full of attitude. At the checking at Gatwick airport, I was told the flight might well be delayed of 2h as not departed yet from Malaga. SMS confirmed the delay without a new time of departure and provided a link for flight status. At Gatwick, there are no arrival/departure boards prior to security for me to check if the flight was on time as shown online. When asked the BA guy at the lounge kiosk, he said I could check the link provided or go through security where monitors are. Surprisingly the flight was on time and no text was sent for an update. At the gate, we were told the aircraft was replaced. No apologies from anyone neither ground nor on the flight. We boarded at 5 pm and took off at 18:15. Stiff and no recliner seats. Cabin crew are so sociopathic and full of attitudes. 6 additional seats are replacing the 2 toilets located at the back of the 320 and located at the very far end of the aircraft in the cabin crew storage room and working space is. Horrible low cost service for a flag carrier ticket price.",True,True,london malaga terminally ill airline packed clueless staff full attitude checking gatwick airport told flight might well delayed h departed yet malaga sm confirmed delay without new time departure provided link flight status gatwick arrival departure board prior security check flight time shown online asked ba guy lounge kiosk said could check link provided go security monitor surprisingly flight time text sent update gate told aircraft replaced apology anyone neither ground flight boarded pm took stiff recliner seat cabin crew sociopathic full attitude additional seat replacing toilet located back located far end aircraft cabin crew storage room working space horrible low cost service flag carrier ticket price
786,✅ Trip Verified |  Brussels to London. We were not given a seat number upon check in and were left waiting outside the gate for the boarding passes to be re printed without any explanation. Everyone else with a boarding pass was boarding whilst about 50% were just looking at the operators thinking what is going on. Extremely poor communication from the airline to and from the airport operators. ,True,True,brussels london given seat number upon check left waiting outside gate boarding pass printed without explanation everyone else boarding pas boarding whilst looking operator thinking going extremely poor communication airline airport operator
787,"✅ Trip Verified |  My flight from London to Singapore in premium economy was the worst I have experienced. The seat was uncomfortable, the flight tracker failed after two hours, the breakfast prior to arrival in Singapore (scrambled egg) was like rubber. They ran out of cups and so my wife and I had no coffee, tea or drink with our breakfast. I used the call button to get some attention and no one came to answer my call even after waiting more than 30 minutes. Eventually I made contact with a passing cabin crew member and advised that we had not had a drink and was told that they would come back. I never saw the crew member again. ",True,True,flight london singapore premium economy worst experienced seat uncomfortable flight tracker failed two hour breakfast prior arrival singapore scrambled egg like rubber ran cup wife coffee tea drink breakfast used call button get attention one came answer call even waiting minute eventually made contact passing cabin crew member advised drink told would come back never saw crew member
788,"✅ Trip Verified |  Kuala Lumpur to Glasgow via London. The service started, first some drinks. On my aisle was a female attendant and a young male attendant.  I asked for an ale, the attendant pretended not to understand what I was asking for. I repeated many times the word ale with my Spanish accent, but she still did not catch it. The male attendant said “like an IPA”, I answered “yes”.  I changed to a beer and she offered me Amstel or Heineken, I chose Amstel and had to ask for ice  to make it drinkable. When the service was finished the female attendant collected the empty bottles and cans and glasses but skipped me. For the meal I chose the beef and asked for a beer. The male attendant realized that the empty can was still there, took it. With the food on my and no drinks I started to eat, after ten minutes it was obvious that the beer was not coming, so I stopped another attendant going to Business class and he came back with an option of Tiger or Heineken lager. The female attendant offered me coffee but she did not mention it was normal coffee and in the menu it said that decaf was available if you specifically request that. ABreakfast I was offered tea or coffee (even decaf), I accepted, but there was no milk or cream for me.",True,True,kuala lumpur glasgow via london service started first drink aisle female attendant young male attendant asked ale attendant pretended understand asking repeated many time word ale spanish accent still catch male attendant said like ipa answered yes changed beer offered amstel heineken chose amstel ask ice make drinkable service finished female attendant collected empty bottle can glass skipped meal chose beef asked beer male attendant realized empty still took food drink started eat ten minute obvious beer coming stopped another attendant going business class came back option tiger heineken lager female attendant offered coffee mention normal coffee menu said decaf available specifically request abreakfast offered tea coffee even decaf accepted milk cream
789,"✅ Trip Verified | London Heathrow to Seychelles. Really great flight, boarding was very quick, the flight was full, seats great 07 A/B Good inflight entertainment, plenty of choices. Food was good as we already pre-ordered our meals, my beef was well done just how I like it. After a late 30 minute delay we landed on time into Seychelles, the crew were very attentive, lots of very demanding passengers. All in all, a good flight after 7 hours of sleep",True,True,london heathrow seychelles really great flight boarding quick flight full seat great b good inflight entertainment plenty choice food good already pre ordered meal beef well done like late minute delay landed time seychelles crew attentive lot demanding passenger good flight hour sl
790,"✅ Trip Verified |  Edinburgh to London Heathrow. I have no problems with any of the flight crew or service while flying, everything on the plane was fine. After the flight landed, I rushed to the baggage claim because my wife and I had another flight out of London and only had an hour to make it. Even though we could see the plane and watch the baggage crew drive the bags over, it took 45 minutes before my bag came through. The baggage claim service desk turned away 30 other furious customers until a manager could arrive, by which time I was running to catch my next flight on a different airline, which I missed. Turns out the next flight home on our next airline wasn’t for another 6 days. Hoping that British Airways would help us in some way, we went to their horrendous customer service desk where an agent, basically told us to pound sand. It ended up costing my wife and I almost $3000 for new tickets to get home, spent the next 20 hours in the airport and British Airways refused to offer us as a meal voucher. We will never use this airline again.",True,True,edinburgh london heathrow problem flight crew service flying everything plane fine flight landed rushed baggage claim wife another flight london hour make even though could see plane watch baggage crew drive bag took minute bag came baggage claim service desk turned away furious customer manager could arrive time running catch next flight different airline missed turn next flight home next airline another day hoping british airway would help u way went horrendous customer service desk agent basically told u pound sand ended costing wife almost new ticket get home spent next hour airport british airway refused offer u meal voucher never use airline
791,"Not Verified | Amman to London. This is a nice aircraft, with comfortable seats, and a very soft landing. This aircraft flies from Amman airport at 8 am local time and arrives in only 5 hours to London. This is a very good product.",False,False,verified amman london nice aircraft comfortable seat soft landing aircraft fly amman airport local time arrives hour london good product
792,✅ Trip Verified | London to Athens. British Airways is a glorified budget airline. A 3.5-hour flight and back to Athens and no food or drinks provided. Ask for a cup of water and they charge you a ridiculous price. An M&S inflated price sandwich is the 'meal'. No entertainment options either. No USB charging on the seat as well. Any reputable airline for a flight of this length provides this options in 2019. Yet they charged full-service airline prices. So there is a mismatch. Flew Aegean on the same route and a full meal and drinks are provided.,True,True,london athens british airway glorified budget airline hour flight back athens food drink provided ask cup water charge ridiculous price inflated price sandwich meal entertainment option either usb charging seat well reputable airline flight length provides option yet charged full service airline price mismatch flew aegean route full meal drink provided
793,"Not Verified |  Terrible lack of any leg and body room in economy. This was easily the most cramped space I have ever flown. And I travel a lot. The flight was 7 hours of leg cramps and pain with no room for any modicum of comfort. The little amount of space in economy cabin is disgusting. If the seat in front of you reclines, as they invariably do, there is even less room. Shameful. The food was below average as well, even for bottom of the barrel budget airplane food. I will never fly British Airways again. 0 stars. Beware. I should only add that the NYC JFK and London waiting areas do not have near enough seats requiring many to stand or sit on the floor and the call to plane was disorganized bedlam. Horrible excuse for an airline.",False,False,verified terrible lack leg body room economy easily cramped space ever flown travel lot flight hour leg cramp pain room modicum comfort little amount space economy cabin disgusting seat front reclines invariably even le room shameful food average well even bottom barrel budget airplane food never fly british airway star beware add nyc jfk london waiting area near enough seat requiring many stand sit floor call plane disorganized bedlam horrible excuse airline
794,"✅ Trip Verified |  Buenos Aires to London Heathrow rwturn. The aircraft is very old, cabin configuration is very old and tired. IFE screens have not been changed since they were first installed. My Ipod has a larger and more responsive screen. Before taking off in Buenos Aires, some pax, but not all, were offered water or orange juice. I never got any. After take off, drinks were offered, followed by a hot meal. Food choices ran out in the first row. Seats were uncomfortable, footrests were jammed. On the return flight, sparkling wine and water were offered before take off, followed by drinks and the meal I had chosen online was a beef stew with mashed potatoes. Poor movie choices, miniature screen and uncomfortable seats. Crew OK. No indication as to which toilets to use, either forward in business class or rear economy. Having flown Norwegian on their B787 in their premium cabin on the same route, BA is a waste of my money. ",True,True,buenos aire london heathrow rwturn aircraft old cabin configuration old tired ife screen changed since first installed ipod larger responsive screen taking buenos aire pax offered water orange juice never got take drink offered followed hot meal food choice ran first row seat uncomfortable footrest jammed return flight sparkling wine water offered take followed drink meal chosen online beef stew mashed potato poor movie choice miniature screen uncomfortable seat crew ok indication toilet use either forward business class rear economy flown norwegian b premium cabin route ba waste money
795,"✅ Trip Verified | Mexico City to Barcelona via London Heathrow. The B787 is an incredible plane. The legroom is quite good, the seat is comfortable and the IFE has a great number of movies, series and music. The food is average, the first meal was meat with mashed potatoes, salad and wine. Not very tasty. The breakfast was scrambled eggs with mushrooms, fruit and a muffin, it was delicious! The cabin crew was ok. Not bad, not excellent. We arrived on time and was a great flight. On the second flight the cabin crew appeared twice. No IFE, no onboard service. It’s almost like a low cost. I recommend for long flights, but not for European flights.",True,True,mexico city barcelona via london heathrow b incredible plane legroom quite good seat comfortable ife great number movie series music food average first meal meat mashed potato salad wine tasty breakfast scrambled egg mushroom fruit muffin delicious cabin crew ok bad excellent arrived time great flight second flight cabin crew appeared twice ife onboard service almost like low cost recommend long flight european flight
796,"✅ Trip Verified | Great all round. BA2591, 11 October. Good price, easy boarding, lovely cabin crew, great iced coffee on sale. Comfortable, on time and a nice smile from the cabin and flight crew after a windy landing. Couldn’t ask for more (until they reinstate a free drink and sandwich).",True,True,great round ba october good price easy boarding lovely cabin crew great iced coffee sale comfortable time nice smile cabin flight crew windy landing ask reinstate free drink sandwich
797,"✅ Trip Verified | Flew back from Abu Dhabi in World traveller plus. The seat is so uncomfortable it does not warrant the price tag of the seat, seat cushioning terrible and zero feeling of comfort, I got no sleep. A snack was served after take off which was quite tasty, but breakfast was just dismal, tasteless. Not much interaction with the crew, but they seemed friendly enough. Would not travel with British Airways in this cabin again, really not worth the price tag.",True,True,flew back abu dhabi world traveller plus seat uncomfortable warrant price tag seat seat cushioning terrible zero feeling comfort got sleep snack served take quite tasty breakfast dismal tasteless much interaction crew seemed friendly enough would travel british airway cabin really worth price tag
798,"Not Verified | Flew from London Heathrow to Abu Dhabi. Honestly, they were really good, legroom great, crew excellent - looked after us superbly, food and drinks were bang on, did Vegas in April too, nowt wrong with this airline.",False,False,verified flew london heathrow abu dhabi honestly really good legroom great crew excellent looked u superbly food drink bang vega april nowt wrong airline
799,"✅ Trip Verified |  Johannesburg to Amsterdam via London. After many delayed departures they announced that the flight was cancelled and rescheduled to depart the following night at 8pm. The following night at 7.30 pm they announced further delays due to the same ""technical"" fault reported 24 hours previously. Finally departed at 10pm, consequences were missed connecting flight to Amsterdam. WE also had to pay for our ""no show"" at our hotel in Amsterdam and when trying to claim this charge from BA they declined but offered to pay for our taxi? Arrived in Amsterdam 30 hours later. What really annoyed us was the lack of communication and disorganized manner on how the events were mishandled. Once on board the crew were really nice and just as we were getting new hope this was shattered by the terrible food and on board entertainment that was outdated. Our connecting BA flight back home was the same thing and on arrival we were delayed on disembarking.",True,True,johannesburg amsterdam via london many delayed departure announced flight cancelled rescheduled depart following night pm following night pm announced delay due technical fault reported hour previously finally departed pm consequence missed connecting flight amsterdam also pay show hotel amsterdam trying claim charge ba declined offered pay taxi arrived amsterdam hour later really annoyed u lack communication disorganized manner event mishandled board crew really nice getting new hope shattered terrible food board entertainment outdated connecting ba flight back home thing arrival delayed disembarking
800,"✅ Trip Verified | Dubai to London Heathrow. I flew on the A350 on one of its first trips and will be flying it again. On the same multi segment trip I tried SQ business class and EK business class (and sadly the old BA business class on an aging B777) on overnight trips. The new ""business suite"" offering from BA is the best business class I have experienced. I am a BA Gold card holder and the experience was outstanding. The First lounge at DXB was very good with plenty of seating and a good choice of drinks. Food choice in the lounge was limited but not an issue. On board the new suite was very comfortable and I had a great nights sleep with the closed door making all the difference to getting a full six hours in. The bed was very comfortable. Food choices were very limited (soup and sandwiches) although this did suit the timing of the flight. I would say this is an excellent very serious business product for night time business travellers. Whether it works for leisure travellers who want to wow rather than sleep or daytime travellers I don't know, but I certainly could work very effectively in my suite. Downside is the IFE is still rubbish in relation to the rest of the product.",True,True,dubai london heathrow flew one first trip flying multi segment trip tried sq business class ek business class sadly old ba business class aging b overnight trip new business suite offering ba best business class experienced ba gold card holder experience outstanding first lounge dxb good plenty seating good choice drink food choice lounge limited issue board new suite comfortable great night sleep closed door making difference getting full six hour bed comfortable food choice limited soup sandwich although suit timing flight would say excellent serious business product night time business traveller whether work leisure traveller want wow rather sleep daytime traveller know certainly could work effectively suite downside ife still rubbish relation rest product
801,✅ Trip Verified | Istanbul to New York via London. Literally the worst experience. We have tried this airline for the first and definitely last time! They should go through their customer service hiring department from scratch!,True,True,istanbul new york via london literally worst experience tried airline first definitely last time go customer service hiring department scratch
802,"✅ Trip Verified |  Yesterday my husband and I decided to to come home from Rome earlier than the scheduled time at 8pm. When I rang BA in London, the customer service adviser was helpful and reassuring and able to change the the flight time to 3pm without having to pay extra. Onboard the flight, the steward gave me hot water and milk so that I can used my own preferred decaf tea and did not charge me. While waiting to get off the plane, I had a wonderful conversation with the BA staff who are so pleasant. I love flying with BA and we will continue to do so. We have booked our flight with BA next year. Thank you for taking good care of us and just to sat how much we appreciate your excellent service.",True,True,yesterday husband decided come home rome earlier scheduled time pm rang ba london customer service adviser helpful reassuring able change flight time pm without pay extra onboard flight steward gave hot water milk used preferred decaf tea charge waiting get plane wonderful conversation ba staff pleasant love flying ba continue booked flight ba next year thank taking good care u sat much appreciate excellent service
803,"✅ Trip Verified | Flight from London to Athens with British Airways, was one of the worst experiences. The ""new"" slim seats are so uncomfortable you spend the flight and sadly the next day as well in pain. The screens with flight info have gone, no frills, and airline has become a bad quality budget airline. Sad. Avoid.",True,True,flight london athens british airway one worst experience new slim seat uncomfortable spend flight sadly next day well pain screen flight info gone frill airline become bad quality budget airline sad avoid
804,Not Verified |  Short 45 minute flight north and south with British Airways. Lounge at LHR and also NCL was busy but there was no shortage of seats. Gates for departures and arrivals were very conveniently placed near the airport exits. The seats on the flight were comfortable and the schedule was perfectly on time.,False,False,verified short minute flight north south british airway lounge lhr also ncl busy shortage seat gate departure arrival conveniently placed near airport exit seat flight comfortable schedule perfectly time
805,"Not Verified |  Calgary to Gothenburg via London with British Airways. Staff are very friendly and helpful. Entertainment was good. Food was just ok, although a salmon sandwich as a snack on a full plane wouldn't be my first choice to serve. The seats are incredibly uncomfortable. Super narrow to the point that you sit with your arms crossed so as to not hit your neighbours. For a 9 hour flight this is painful. Paid for the extra leg room which was good but still one of the most uncomfortable long flights have ever been on. Recommend for short trips.",False,False,verified calgary gothenburg via london british airway staff friendly helpful entertainment good food ok although salmon sandwich snack full plane first choice serve seat incredibly uncomfortable super narrow point sit arm crossed hit neighbour hour flight painful paid extra leg room good still one uncomfortable long flight ever recommend short trip
806,"✅ Trip Verified |  For a long time I have avoided taking British Airways due to it’s poor past reputation. Yesterday I traveled on BA 34 from Kuala Lumpur to London Heathrow, I boarded the flight with an open mind, over 12 hours later I disembarked feeling very happy because it is always good to see an airline make visible improvements that deliver value to it’s customers. A praise is due and I want to congratulate BA for such a pleasant experience, the flight departed on time and arrived half an hour early, the crew was not only professional but they did everything with a smile that made passengers feel welcomed, the plane was pristine new with delightful entertainment content, the food was way above the expectations of a seasoned economy class traveler. What more can I say? Enough to say that I will be traveling with BA again!",True,True,long time avoided taking british airway due poor past reputation yesterday traveled ba kuala lumpur london heathrow boarded flight open mind hour later disembarked feeling happy always good see airline make visible improvement deliver value customer praise due want congratulate ba pleasant experience flight departed time arrived half hour early crew professional everything smile made passenger feel welcomed plane pristine new delightful entertainment content food way expectation seasoned economy class traveler say enough say traveling ba
807,"✅ Trip Verified |  Austin to London. Another pleasant flight on an ageing 747. After the horror of discovering one of us was allocated a centre seat, meaning effectively sleeping next to a stranger, she kindly swapped seats so we could be together. For a couple the centre seats are really quite nice and you feel you’re in your own little world. A good flight, on time with a nice crew is as good as you can expect.",True,True,austin london another pleasant flight ageing horror discovering one u allocated centre seat meaning effectively sleeping next stranger kindly swapped seat could together couple centre seat really quite nice feel little world good flight time nice crew good expect
808,✅ Trip Verified |  London to Kuala Lumpur. Better than I was expecting after reading the other reviews. The seats are great and service was very friendly on this leg (less so on the return). A few areas need improvement: 1) Separate toilets from economy 2) Dedicated crew for the premium economy section rather than added onto their economy service. 3) A better 2nd meal - The main meal was great and noticeably more premium however the next meal (breakfast) was a bit of an afterthought. Would I choose BA premium Eco again : Yes Definitely.,True,True,london kuala lumpur better expecting reading review seat great service friendly leg le return area need improvement separate toilet economy dedicated crew premium economy section rather added onto economy service better nd meal main meal great noticeably premium however next meal breakfast bit afterthought would choose ba premium eco yes definitely
809,"Not Verified | I wish I could give a zero. I was booked on a flight from Newark to Madrid via London. I come to find that the minimum layover time in London is 1 hr. My flight layover in London was 1hr5min. British Airways promised that the arriving and departing terminals in London were the same, but that was a total lie. My wife and I were sprinting across the airport, but between getting off the aeroplane, having to go through security again, and having to get to the other side of the airport for our connection, we missed the layover flight. We had the same route in the reverse direction. I called BA hoping to change the return flights and explained this situation. They kept insisting that since the layover was a staggering 5 minutes more than London’s minimum 1hr layover threshold that they were unable to help in any way. British Airways has by far the worst customer service I have ever experienced. Ryanair which is a no-frills airline has better customer service and that is saying something. I will never be flying BA again and plan on converting my company away from BA flights as well. Be warned. Stay away from this carrier at all costs or be prepared to deal with zero customer service in case any issues arise.",False,False,verified wish could give zero booked flight newark madrid via london come find minimum layover time london hr flight layover london hr min british airway promised arriving departing terminal london total lie wife sprinting across airport getting aeroplane go security get side airport connection missed layover flight route reverse direction called ba hoping change return flight explained situation kept insisting since layover staggering minute london minimum hr layover threshold unable help way british airway far worst customer service ever experienced ryanair frill airline better customer service saying something never flying ba plan converting company away ba flight well warned stay away carrier cost prepared deal zero customer service case issue arise
810,Not Verified |  One of the reasons we traveled club class was because BA have lounges where you can get away from the usual airport chaos and screaming children. BA don’t tell you there is no lounge at Kos airport. Limited seating. Very noisy limited facilities. Not sure I will spend so much on air tickets with them in the future if they don’t warn of limited facilities. It doesn’t help that the flight is delayed by an hour!,False,False,verified one reason traveled club class ba lounge get away usual airport chaos screaming child ba tell lounge ko airport limited seating noisy limited facility sure spend much air ticket future warn limited facility help flight delayed hour
811,"Not Verified |  Gatwick to Alicante. On my outbound flight (23 Sept) I gave BA almost 10 out of 10 across the board in a review they invited me to complete. On my return flight (26 Sept) it was a different matter. From entering Alicante airport up until boarding the service was by comparison below standard (except the VIP lounge which was good). Travelling Club Europe had no advantages. Only one check in open for all passengers, no bag drop facilities, no facility to print boarding passes. When invited to board we had to wait 20 minutes on the ramp before being let on the plane. The Iberia factor. Honestly you wouldn't have thought it was the same company. Once on the plane everything went like clockwork.",False,False,verified gatwick alicante outbound flight sept gave ba almost across board review invited complete return flight sept different matter entering alicante airport boarding service comparison standard except vip lounge good travelling club europe advantage one check open passenger bag drop facility facility print boarding pass invited board wait minute ramp let plane iberia factor honestly thought company plane everything went like clockwork
812,"✅ Trip Verified |  Vancouver to London. Great flight on the superb A380; in my opinion, the most comfortable and quiet aircraft flying at the moment. Outstanding in flight service from the crew. Attentive, polite and professional; the very best of British Airways service. Food well above average for this cabin - though breakfast could have been better. IFE excellent. The seat is comfortable with a good recline and supplied with a decent, plump cushion and an excellent quilted blanket. Very enjoyable flight. Highly recommended.",True,True,vancouver london great flight superb opinion comfortable quiet aircraft flying moment outstanding flight service crew attentive polite professional best british airway service food well average cabin though breakfast could better ife excellent seat comfortable good recline supplied decent plump cushion excellent quilted blanket enjoyable flight highly recommended
813,✅ Trip Verified |  Gatwick to Alicante. 3.5 hours (1 hour sitting on tarmac) with my knees rammed against seat in front. No room to move. I have travelled on several airlines on this route in last 12 months - Vueling Airlines has best seats! Stay away from the rest unless you are under 5ft tall!,True,True,gatwick alicante hour hour sitting tarmac knee rammed seat front room move travelled several airline route last month vueling airline best seat stay away rest unless ft tall
814,"Not Verified | We have had some torrid experiences with BA - which we have not been shy to report. So when we flew yesterday with them from Heathrow to Austin and had a great flight in every way, it felt right to feedback on that. The staff in the upstairs business class cabin were, frankly, wonderful. Cheerful, efficient and calm. What more could you ask? The food was pretty nice and the champagne lovely. The beds were very comfortable and sleeping was easy. I literally cannot think of any real negatives. The luggage lockers were quite small but then it’s an older model of the plane so that probably explains it. If only BA could deliver this kind of experience on every occasion, they would once again be the “world’s favourite airline’. Sadly, the current CEO doesn’t seem able to inspire and motivate his staff to be consistently delightful. Perhaps once he moves on we can expect something better. Although the flight was a bit delayed on departure it arrives bang on time. As we entered the (literally empty) immigration area, we were met by the most charming customs officer you can imagine, who ended up giving us tourist tips and ideas for bars! Surreal, as anyone who regularly travels to the States, will testify! It felt as if we were living in the Truman Show at one point but in the nicest possible way. Get yourselves down to good ole Austin now that BA fly there direct. Fantastic.",False,False,verified torrid experience ba shy report flew yesterday heathrow austin great flight every way felt right feedback staff upstairs business class cabin frankly wonderful cheerful efficient calm could ask food pretty nice champagne lovely bed comfortable sleeping easy literally cannot think real negative luggage locker quite small older model plane probably explains ba could deliver kind experience every occasion would world favourite airline sadly current ceo seem able inspire motivate staff consistently delightful perhaps move expect something better although flight bit delayed departure arrives bang time entered literally empty immigration area met charming custom officer imagine ended giving u tourist tip idea bar surreal anyone regularly travel state testify felt living truman show one point nicest possible way get good ole austin ba fly direct fantastic
815,"✅ Trip Verified | London Heathrow to Austin with British Airways. It was a little bit like going back in time to fly upper deck on a 747 to Austin. But, it was the most enjoyable flight we’ve taken for a long time. It was so quiet on our deck and we had a fantastic flight crew who couldn’t do enough for you, and always with a smile. We arrived as fresh as you can from 10 hours in the air, on time, and thoroughly enjoyed the experience. The only slight issue was the very IFE systems and small overhead lockers. But plenty of spare lockers and our iPads took are of that.",True,True,london heathrow austin british airway little bit like going back time fly upper deck austin enjoyable flight taken long time quiet deck fantastic flight crew enough always smile arrived fresh hour air time thoroughly enjoyed experience slight issue ife system small overhead locker plenty spare locker ipads took
816,"Not Verified |  I did not actually fly because of their pilot strike. This review is because of the poor service to its customers who were due to fly on the days of the strike. I immediately tried to rebook with the only other airline that flew to Jersey, but of course, they had put their air fares up for the day in question and had to pay £110 more for a return flight. I then cancelled my BA flight, but they only refunded £159 of the £187 I had paid. The £28 difference was picking my seats. How do they consider that not part of the cost of the flight? They should have refunded me everything as it was not my fault they were striking. I completed their complaint form a month ago and they have never responded to me. 2 weeks ago I phoned their Customer Service line and the person I spoke to said he would refund me the £28. I never received the refund. ",False,False,verified actually fly pilot strike review poor service customer due fly day strike immediately tried rebook airline flew jersey course put air fare day question pay return flight cancelled ba flight refunded paid difference picking seat consider part cost flight refunded everything fault striking completed complaint form month ago never responded week ago phoned customer service line person spoke said would refund never received refund
